,Source,Target,Weight
5183,liok0485,obm1025,938
5184,liok0485,woowakgood,715
5185,liok0485,bbonge_,907
5186,liok0485,tmxk319,2025
5187,liok0485,ao_o5,591
5188,liok0485,yumyumyu77,892
5189,liok0485,kimdoe,612
5190,liok0485,hejin0_0,1497
5191,liok0485,leechunhyang,941
5192,liok0485,collet11,889
5193,liok0485,lol_woolf,663
5195,liok0485,sonycast_,702
5196,liok0485,rkdwl12,830
5197,liok0485,ddahyoni,795
5198,liok0485,lol_ambition,1837
5199,liok0485,jinu6734,1101
5200,liok0485,gongparipa,818
5201,liok0485,saddummy,1666
5202,liok0485,zilioner,1397
5203,liok0485,runner0608,759
5204,liok0485,sal_gu,516
5205,liok0485,portialyn,533
5206,liok0485,sah_yang,765
5207,liok0485,nokduro,924
5208,liok0485,paka9999,1892
5209,liok0485,kimdduddi,754
5210,liok0485,aba4647,1310
5211,liok0485,ma_mwa,578
5212,liok0485,mister903,670
5213,liok0485,silphtv,908
5214,liok0485,crazzyccat,957
5215,liok0485,hatsalsal,518
5216,liok0485,xkwhd,901
5217,liok0485,nanayango3o,1006
5218,liok0485,kumikomii,863
5219,liok0485,kuiki771,850
5220,liok0485,s1032204,853
5222,liok0485,dda_ju,655
5223,liok0485,rkdthdus930,822
5224,falgwang,hanryang1125,1034
5225,falgwang,yapyap30,671
5226,falgwang,pjs9073,533
5227,falgwang,handongsuk,1037
5228,falgwang,pacific8815,613
5229,falgwang,johnny3047258,669
5230,falgwang,ddahyoni,690
5231,falgwang,saddummy,1083
5232,falgwang,zilioner,820
5233,falgwang,runner0608,693
5234,falgwang,pakusyo,1193
5235,falgwang,moogrr1211,1753
5237,falgwang,dda_ju,574
5373,pizfn,imviolet_,966
5376,pizfn,noahreyli,1559
5378,pizfn,teknoyd,1835
5385,pizfn,ops1x,740
5386,pizfn,benjyfishy,979
5389,pizfn,andreadel1988,1441
5397,pizfn,grenbaud,5109
5401,pizfn,animal_n01,1209
5403,pizfn,gskianto,2316
5410,pizfn,velox,860
6026,mount,liminhag0d,1090
6028,mount,jukes,1087
6032,mount,paulanobre,1083
6036,mount,gratis150ml,745
6041,mount,loud_coringa,3267
6045,mount,pulgaboy,832
6048,mount,deercheerup,1185
6050,mount,suetam1v4,622
6051,mount,casimito,3358
6052,mount,shayvictorioo,1031
6054,mount,frttt,895
6056,mount,calango,6680
6062,mount,revolta,540
6064,mount,loud_thurzin,552
6071,mount,cidcidoso,1179
6072,mount,sacy,909
6080,mount,shroud,667
6083,mount,brasilfpss,756
6084,mount,alanzoka,8471
6085,mount,oestagiario,904
6086,mount,yayahuz,755
6092,viperdemon,sinatraa,2849
6101,viperdemon,dmt_tv,2383
6104,viperdemon,s1mple,524
6109,viperdemon,ploo,829
6110,viperdemon,toeiii,1021
6111,viperdemon,vanotica_,1034
6118,viperdemon,dapr,916
6122,viperdemon,shroud,2965
6124,viperdemon,tarik,673
6125,viperdemon,aceu,1090
6127,viperdemon,znebtv,520
6480,detonator_robin,syaruru3,596
6483,detonator_robin,tanukininja,769
6484,detonator_robin,clutch_fii,3720
6485,detonator_robin,dmf_kyochan,3803
6486,detonator_robin,yamatonjp,3801
6487,detonator_robin,kato_junichi0817,6163
6488,detonator_robin,hanjoudesu,1221
6492,detonator_robin,fps_shaka,11690
6494,detonator_robin,nniru,570
6496,detonator_robin,sasatikk,5206
6498,detonator_robin,reitathefps,904
6499,detonator_robin,valorant_jpn,4955
6500,detonator_robin,alfrea,618
6501,detonator_robin,alelu,936
6502,detonator_robin,shroud,1075
6503,detonator_robin,dasoku_aniki,2424
6505,detonator_robin,surugamonkey0113,4492
6506,detonator_robin,stylishnoob4,9479
6571,ookina,liminhag0d,538
6572,ookina,jukes,3363
6574,ookina,takeshi,1091
6575,ookina,yang,946
6576,ookina,gratis150ml,2809
6580,ookina,shinimon,865
6583,ookina,hastad,1016
6585,ookina,deercheerup,567
6587,ookina,casimito,1886
6592,ookina,revolta,1839
6595,ookina,sacy,708
6598,ookina,pimpimenta,1784
6599,ookina,absoluttlol,581
6600,ookina,shroud,549
6602,ookina,alanzoka,1947
6603,ookina,klauslol1,609
6834,tyongeee,zoodasa,569
6839,tyongeee,boxbox,621
6842,tyongeee,robcdee,2175
6845,tyongeee,sodapoppin,1560
6847,tyongeee,sashagrey,1059
6848,tyongeee,willneff,519
6849,tyongeee,starsmitten,527
6851,tyongeee,melina,857
6853,tyongeee,summit1g,811
6856,tyongeee,haxxnini,850
6861,tyongeee,linfufu,667
6862,tyongeee,ironmouse,512
6864,tyongeee,woohankyung,689
6868,tyongeee,saddummy,535
6871,tyongeee,pokelawls,558
6874,tyongeee,lilypichu,1082
6875,tyongeee,fuslie,567
6877,tyongeee,39daph,1836
6879,tyongeee,loltyler1,647
6880,tyongeee,forsen,851
6881,tyongeee,sooflower,1040
6882,tyongeee,magenta62,700
6884,tyongeee,shroud,1355
6888,tyongeee,cyr,560
6890,tyongeee,pokimane,1606
7184,liminhag0d,jukes,2725
7188,liminhag0d,tteuw,1045
7190,liminhag0d,paulanobre,2055
7192,liminhag0d,takeshi,577
7196,liminhag0d,gratis150ml,2189
7201,liminhag0d,shinimon,579
7203,liminhag0d,s1mple,3132
7205,liminhag0d,nahzinhaa,11945
7206,liminhag0d,loud_coringa,2910
7210,liminhag0d,hastad,1127
7212,liminhag0d,pulgaboy,728
7215,liminhag0d,deercheerup,24025
7217,liminhag0d,nuuhfps,737
7218,liminhag0d,suetam1v4,685
7219,liminhag0d,casimito,16770
7220,liminhag0d,danoc0,3181
7221,liminhag0d,frttt,2998
7224,liminhag0d,calango,1378
7231,liminhag0d,coldzin,6383
7233,liminhag0d,revolta,1628
7234,liminhag0d,boltz,5923
7236,liminhag0d,luidematos,959
7246,liminhag0d,gamersclubcs,1030
7247,liminhag0d,cidcidoso,4133
7248,liminhag0d,sacy,3194
7252,liminhag0d,nowayzao,2566
7255,liminhag0d,pimpimenta,1179
7259,liminhag0d,shroud,2563
7262,liminhag0d,tarik,810
7264,liminhag0d,c9judite,531
7265,liminhag0d,gafallen,9448
7266,liminhag0d,alanzoka,9711
7267,liminhag0d,oestagiario,8035
7268,liminhag0d,yayahuz,11560
7422,tarzaned,imaqtpie,3339
7425,tarzaned,sinatraa,1052
7426,tarzaned,k3soju,1584
7429,tarzaned,bobqinxd,2568
7432,tarzaned,sneakylol,5620
7433,tarzaned,dopa24,602
7434,tarzaned,boxbox,1543
7438,tarzaned,sodapoppin,2438
7439,tarzaned,midbeast,8482
7444,tarzaned,gamergirl,1051
7451,tarzaned,erobb221,589
7452,tarzaned,summit1g,1810
7457,tarzaned,agurin,846
7461,tarzaned,ipav999,1245
7473,tarzaned,robinsongz,628
7480,tarzaned,pokelawls,723
7482,tarzaned,lilypichu,532
7484,tarzaned,39daph,533
7487,tarzaned,loltyler1,19953
7490,tarzaned,forsen,1512
7493,tarzaned,shroud,4828
7495,tarzaned,zackrawrr,586
7499,tarzaned,tarik,962
7501,tarzaned,aceu,914
7502,tarzaned,pokimane,1085
7505,tarzaned,lol_nemesis,7808
7508,tarzaned,moistcr1tikal,892
7510,tarzaned,keanelol,533
7514,tarzaned,dogdog,590
7517,momo_sports,xhibaoger,2451
7518,momo_sports,wtf_winds123,1393
7520,momo_sports,gearbaby1010,1686
7521,momo_sports,yuniko0720,1122
7522,momo_sports,beryl_lulu,1804
7523,momo_sports,sixwong,726
7524,momo_sports,nein1203,621
7525,momo_sports,mobilmobil,1378
7526,momo_sports,carry_game,3195
7528,momo_sports,sweetcampercs,1559
7529,momo_sports,uzra,1539
7530,momo_sports,kannachan524,1035
7531,momo_sports,slrabbit99,1280
7532,momo_sports,wayne75525,1261
7533,momo_sports,failverde,692
7534,momo_sports,franchiseglobalart,558
7535,momo_sports,bbbb87,1912
7537,momo_sports,kentung,731
7538,momo_sports,shuteye_orange,1090
7539,momo_sports,blusewilly_retry,1474
7540,momo_sports,haxxnini,763
7542,momo_sports,guanweiboy,2085
7543,momo_sports,linfufu,1230
7544,momo_sports,woohankyung,628
7545,momo_sports,chen810830,1494
7546,momo_sports,ggbb528,583
7548,momo_sports,zhiting_li,2752
7550,momo_sports,zrush,885
7551,momo_sports,roieee,899
7552,momo_sports,qttsix,828
7553,momo_sports,et_1231,2057
7554,momo_sports,a541021,1222
7555,momo_sports,muse_tw,1119
7556,momo_sports,qq7925168,1614
7557,momo_sports,butterflyouo,1074
7558,momo_sports,sooflower,552
7559,momo_sports,bebelolz,1154
7560,momo_sports,chiawei1031tv,577
7561,momo_sports,xargon0731,2851
7562,momo_sports,kyo1984123,1935
7564,momo_sports,gunguno,1495
7565,momo_sports,kr1stw,774
7567,momo_sports,mr_wuco,699
7569,momo_sports,q158688920,661
7570,momo_sports,kiss_850722,530
7571,momo_sports,godjj,1674
7572,momo_sports,lolpacifictw,810
7573,crazyfacetw,xhibaoger,2634
7574,crazyfacetw,wtf_winds123,1344
7576,crazyfacetw,sinatraa,1164
7578,crazyfacetw,gearbaby1010,2493
7579,crazyfacetw,yuniko0720,553
7580,crazyfacetw,beryl_lulu,1580
7581,crazyfacetw,sixwong,510
7582,crazyfacetw,nein1203,505
7583,crazyfacetw,mobilmobil,791
7584,crazyfacetw,carry_game,1549
7585,crazyfacetw,sweetcampercs,3775
7586,crazyfacetw,uzra,1333
7587,crazyfacetw,kannachan524,1506
7588,crazyfacetw,wayne75525,1076
7590,crazyfacetw,failverde,991
7591,crazyfacetw,bbbb87,2486
7594,crazyfacetw,kentung,2089
7595,crazyfacetw,jielun1215,685
7596,crazyfacetw,blusewilly_retry,852
7598,crazyfacetw,ploo,923
7599,crazyfacetw,haxxnini,579
7601,crazyfacetw,guanweiboy,2963
7602,crazyfacetw,jongie,547
7604,crazyfacetw,woohankyung,504
7606,crazyfacetw,chen810830,1035
7610,crazyfacetw,zhiting_li,2057
7611,crazyfacetw,zrush,1111
7612,crazyfacetw,roieee,2495
7613,crazyfacetw,zondalol,968
7614,crazyfacetw,qttsix,691
7615,crazyfacetw,et_1231,2118
7616,crazyfacetw,a541021,976
7617,crazyfacetw,muse_tw,643
7618,crazyfacetw,qq7925168,936
7619,crazyfacetw,butterflyouo,1158
7620,crazyfacetw,bebelolz,854
7621,crazyfacetw,shroud,1667
7622,crazyfacetw,chiawei1031tv,4715
7623,crazyfacetw,xargon0731,1981
7624,crazyfacetw,kyo1984123,1073
7625,crazyfacetw,gunguno,2276
7626,crazyfacetw,kr1stw,562
7628,crazyfacetw,aceu,1074
7630,crazyfacetw,godjj,1045
9704,xhibaoger,longwu1216,580
9705,xhibaoger,wtf_winds123,6370
9707,xhibaoger,mayapie1,1509
9709,xhibaoger,gearbaby1010,8098
9710,xhibaoger,breeze0920,1363
9711,xhibaoger,yuniko0720,2448
9712,xhibaoger,beryl_lulu,5022
9713,xhibaoger,sixwong,2226
9714,xhibaoger,nein1203,1662
9715,xhibaoger,mobilmobil,3089
9716,xhibaoger,carry_game,8459
9718,xhibaoger,sweetcampercs,7863
9719,xhibaoger,uzra,4692
9720,xhibaoger,kannachan524,3729
9721,xhibaoger,slrabbit99,1888
9722,xhibaoger,wayne75525,4266
9724,xhibaoger,failverde,2890
9725,xhibaoger,franchiseglobalart,593
9726,xhibaoger,bbbb87,9666
9727,xhibaoger,lyon3k,799
9728,xhibaoger,albislol,928
9731,xhibaoger,kentung,3602
9732,xhibaoger,jielun1215,1057
9733,xhibaoger,shuteye_orange,2299
9734,xhibaoger,blusewilly_retry,3894
9735,xhibaoger,jeffnam1129,672
9736,xhibaoger,haxxnini,1843
9738,xhibaoger,chodan_,532
9743,xhibaoger,guanweiboy,10798
9744,xhibaoger,inkiiing,939
9745,xhibaoger,linfufu,1885
9746,xhibaoger,jongie,1106
9747,xhibaoger,woohankyung,1581
9749,xhibaoger,chen810830,5266
9751,xhibaoger,ggbb528,2100
9753,xhibaoger,zhiting_li,10267
9755,xhibaoger,mimiluckying,1011
9756,xhibaoger,zrush,3669
9757,xhibaoger,roieee,5231
9758,xhibaoger,zondalol,1070
9759,xhibaoger,waitou1117,724
9760,xhibaoger,qttsix,2541
9761,xhibaoger,et_1231,6193
9762,xhibaoger,a541021,3001
9763,xhibaoger,hipudding1223,883
9765,xhibaoger,muse_tw,2609
9766,xhibaoger,qq7925168,4172
9767,xhibaoger,butterflyouo,4512
9769,xhibaoger,loltyler1,541
9770,xhibaoger,zynxyz,593
9771,xhibaoger,sooflower,1020
9772,xhibaoger,bebelolz,3926
9774,xhibaoger,lilballzlolz,1001
9776,xhibaoger,shroud,1313
9777,xhibaoger,chiawei1031tv,2297
9778,xhibaoger,xargon0731,5878
9779,xhibaoger,kyo1984123,4356
9782,xhibaoger,gunguno,7667
9783,xhibaoger,kr1stw,1449
9786,xhibaoger,mr_wuco,1547
9787,xhibaoger,aceu,1190
9789,xhibaoger,q158688920,1433
9790,xhibaoger,kiss_850722,1394
9792,xhibaoger,godjj,5034
9793,xhibaoger,dogdog,756
9794,xhibaoger,lolpacifictw,1600
9795,xhibaoger,bamow,732
9796,lol_cuvee,so_urf,737
9797,lol_cuvee,hanryang1125,1442
9798,lol_cuvee,qq102qq,724
9799,lol_cuvee,pikra10,831
9800,lol_cuvee,yapyap30,863
9801,lol_cuvee,pjs9073,573
9802,lol_cuvee,naseongkim,531
9803,lol_cuvee,flamekr,536
9804,lol_cuvee,handongsuk,1563
9805,lol_cuvee,dopa24,685
9806,lol_cuvee,109ace,842
9807,lol_cuvee,rooftopcat99,711
9808,lol_cuvee,pacific8815,946
9809,lol_cuvee,tmxk319,1357
9810,lol_cuvee,yumyumyu77,602
9811,lol_cuvee,kangqui,805
9812,lol_cuvee,kimdoe,606
9813,lol_cuvee,lol_woolf,901
9815,lol_cuvee,ddahyoni,1051
9816,lol_cuvee,lol_ambition,3333
9817,lol_cuvee,saddummy,1008
9819,lol_cuvee,flurry1989,713
9820,lol_cuvee,zilioner,1725
9821,lol_cuvee,runner0608,670
9822,lol_cuvee,sal_gu,515
9823,lol_cuvee,portialyn,916
9824,lol_cuvee,nokduro,1077
9825,lol_cuvee,paka9999,1581
9826,lol_cuvee,aba4647,966
9827,lol_cuvee,crazzyccat,1474
9828,lol_cuvee,xkwhd,859
9830,lol_cuvee,rkdthdus930,594
9868,oyunfatiihi,mujs_,508
9869,oyunfatiihi,pqueen,582
9875,oyunfatiihi,aimdll__,513
9878,wkgml,so_urf,631
9879,wkgml,hanryang1125,2010
9880,wkgml,h920103,4480
9882,wkgml,2chamcham2,9603
9883,wkgml,yapyap30,2222
9884,wkgml,dogswellfish,1803
9885,wkgml,rngudwnswkd,1821
9886,wkgml,pjs9073,10754
9887,wkgml,naseongkim,1818
9888,wkgml,flamekr,1346
9889,wkgml,zoodasa,813
9890,wkgml,lol_madlife,618
9891,wkgml,handongsuk,4900
9892,wkgml,dkwl025,2793
9893,wkgml,torona1,558
9894,wkgml,109ace,633
9895,wkgml,bking0921,693
9896,wkgml,rooftopcat99,1198
9898,wkgml,pacific8815,2055
9899,wkgml,kanetv8,666
9900,wkgml,cherrypach,8834
9901,wkgml,lovelyyeon,1398
9902,wkgml,johnny3047258,2756
9903,wkgml,9ambler,2632
9904,wkgml,obm1025,4058
9905,wkgml,woowakgood,1992
9906,wkgml,bbonge_,5130
9907,wkgml,tmxk319,2336
9908,wkgml,ao_o5,3462
9909,wkgml,yumyumyu77,1630
9910,wkgml,nanajam777,792
9911,wkgml,leehunnyeo,759
9912,wkgml,kimdoe,786
9913,wkgml,hejin0_0,2514
9914,wkgml,skswhdkgo1,505
9915,wkgml,leechunhyang,3865
9916,wkgml,collet11,3557
9917,wkgml,bighead033,1124
9918,wkgml,haxxnini,918
9919,wkgml,chodan_,928
9920,wkgml,lol_woolf,879
9923,wkgml,dua3362,542
9924,wkgml,ajehr,1150
9926,wkgml,jdm2088,3273
9927,wkgml,sonycast_,1494
9928,wkgml,rkdwl12,5611
9929,wkgml,ddahyoni,2147
9930,wkgml,woohankyung,1044
9931,wkgml,lol_ambition,1039
9932,wkgml,yoowooyang,501
9933,wkgml,msmsms213,2490
9934,wkgml,jinu6734,7636
9935,wkgml,gongparipa,9493
9937,wkgml,saddummy,4842
9938,wkgml,nodolly,3163
9940,wkgml,flurry1989,859
9941,wkgml,kss7749,768
9942,wkgml,zilioner,1654
9943,wkgml,looksam,1153
9944,wkgml,runner0608,3668
9945,wkgml,sal_gu,1185
9946,wkgml,portialyn,962
9947,wkgml,sah_yang,5431
9948,wkgml,alenenwooptv,724
9949,wkgml,sn400ja,885
9950,wkgml,nokduro,1573
9951,wkgml,mlchoins,889
9952,wkgml,paka9999,1568
9953,wkgml,kimdduddi,3977
9954,wkgml,ch1ckenkun,1136
9955,wkgml,sooflower,1174
9956,wkgml,magenta62,2012
9957,wkgml,aba4647,1106
9958,wkgml,ma_mwa,2823
9959,wkgml,mister903,1092
9960,wkgml,silphtv,3258
9961,wkgml,hatsalsal,1051
9962,wkgml,xkwhd,592
9963,wkgml,yd0821,1914
9964,wkgml,95pingman,3889
9965,wkgml,nanayango3o,5634
9966,wkgml,kumikomii,9518
9967,wkgml,kuiki771,5743
9968,wkgml,s1032204,6442
9969,wkgml,inecr7024,638
9971,wkgml,rainblue37,654
9972,wkgml,dda_ju,4864
9973,wkgml,rkdthdus930,1698
10049,longwu1216,gearbaby1010,531
10050,longwu1216,beryl_lulu,501
10051,longwu1216,nein1203,811
10052,longwu1216,mobilmobil,606
10053,longwu1216,uzra,1009
10054,longwu1216,jeffnam1129,2753
10055,longwu1216,haxxnini,989
10057,longwu1216,linfufu,582
10059,longwu1216,zhiting_li,764
10060,longwu1216,waitou1117,2225
10061,longwu1216,et_1231,789
10062,longwu1216,a541021,3871
10063,longwu1216,qq7925168,523
10064,longwu1216,xargon0731,1407
10065,longwu1216,kyo1984123,1272
10066,longwu1216,kr1stw,3311
10067,longwu1216,q158688920,1018
10068,longwu1216,kiss_850722,1122
10204,jukes,imaqtpie,512
10209,jukes,tteuw,1039
10211,jukes,paulanobre,2139
10214,jukes,takeshi,4370
10215,jukes,sneakylol,1058
10217,jukes,boxbox,746
10218,jukes,yang,2867
10220,jukes,gratis150ml,12599
10222,jukes,sodapoppin,591
10226,jukes,midbeast,821
10227,jukes,shinimon,3070
10229,jukes,sashagrey,509
10230,jukes,s1mple,746
10232,jukes,nahzinhaa,1043
10233,jukes,loud_coringa,2140
10236,jukes,hastad,3756
10238,jukes,pulgaboy,592
10242,jukes,deercheerup,2964
10244,jukes,nuuhfps,589
10245,jukes,suetam1v4,503
10246,jukes,casimito,10720
10247,jukes,summit1g,600
10250,jukes,frttt,2233
10253,jukes,calango,2146
10259,jukes,coldzin,906
10261,jukes,revolta,8822
10262,jukes,boltz,589
10275,jukes,cidcidoso,1944
10277,jukes,sacy,3951
10286,jukes,pimpimenta,9245
10288,jukes,loltyler1,1869
10289,jukes,absoluttlol,1799
10291,jukes,shroud,3146
10296,jukes,c9judite,1650
10297,jukes,pokimane,594
10298,jukes,gafallen,1670
10299,jukes,alanzoka,15205
10300,jukes,oestagiario,2171
10301,jukes,lol_nemesis,739
10303,jukes,klauslol1,1389
10304,jukes,yayahuz,1913
10767,wtf_winds123,mayapie1,3707
10769,wtf_winds123,gearbaby1010,5884
10770,wtf_winds123,breeze0920,1272
10772,wtf_winds123,yuniko0720,2833
10773,wtf_winds123,beryl_lulu,5657
10774,wtf_winds123,boxbox,673
10775,wtf_winds123,sixwong,3124
10776,wtf_winds123,nein1203,2074
10777,wtf_winds123,mobilmobil,4762
10779,wtf_winds123,carry_game,7649
10781,wtf_winds123,sweetcampercs,4872
10782,wtf_winds123,uzra,5653
10783,wtf_winds123,kannachan524,2410
10784,wtf_winds123,slrabbit99,2502
10785,wtf_winds123,wayne75525,2851
10787,wtf_winds123,failverde,7449
10788,wtf_winds123,franchiseglobalart,887
10789,wtf_winds123,bbbb87,5441
10790,wtf_winds123,lyon3k,892
10791,wtf_winds123,albislol,1538
10793,wtf_winds123,kentung,2297
10794,wtf_winds123,jielun1215,648
10795,wtf_winds123,shuteye_orange,3806
10796,wtf_winds123,blusewilly_retry,6789
10797,wtf_winds123,jeffnam1129,605
10798,wtf_winds123,haxxnini,1448
10804,wtf_winds123,guanweiboy,5786
10805,wtf_winds123,inkiiing,1342
10806,wtf_winds123,linfufu,1835
10807,wtf_winds123,jongie,1518
10808,wtf_winds123,woohankyung,1046
10810,wtf_winds123,chen810830,3692
10813,wtf_winds123,ggbb528,3433
10815,wtf_winds123,zhiting_li,4331
10817,wtf_winds123,mimiluckying,2246
10818,wtf_winds123,zrush,5952
10819,wtf_winds123,roieee,2780
10820,wtf_winds123,zondalol,981
10821,wtf_winds123,waitou1117,547
10822,wtf_winds123,qttsix,4366
10823,wtf_winds123,et_1231,3964
10824,wtf_winds123,a541021,3095
10825,wtf_winds123,hipudding1223,1002
10827,wtf_winds123,muse_tw,3463
10828,wtf_winds123,qq7925168,3271
10829,wtf_winds123,butterflyouo,3183
10830,wtf_winds123,loltyler1,777
10831,wtf_winds123,zynxyz,711
10832,wtf_winds123,sooflower,1057
10833,wtf_winds123,magenta62,503
10834,wtf_winds123,bebelolz,5828
10836,wtf_winds123,lilballzlolz,1619
10837,wtf_winds123,shroud,1123
10838,wtf_winds123,chiawei1031tv,1097
10839,wtf_winds123,xargon0731,5881
10840,wtf_winds123,kyo1984123,4875
10843,wtf_winds123,gunguno,3867
10844,wtf_winds123,kr1stw,1133
10847,wtf_winds123,mr_wuco,1777
10848,wtf_winds123,aceu,609
10849,wtf_winds123,pokimane,503
10851,wtf_winds123,q158688920,2666
10852,wtf_winds123,kiss_850722,1187
10854,wtf_winds123,godjj,8337
10855,wtf_winds123,kamiyu666,624
10856,wtf_winds123,dogdog,774
10857,wtf_winds123,lolpacifictw,1287
10858,wtf_winds123,bamow,1080
10860,imaqtpie,elxokas,593
10863,imaqtpie,sinatraa,1716
10865,imaqtpie,ds_lily,508
10866,imaqtpie,otplol_,608
10867,imaqtpie,singsing,718
10868,imaqtpie,k3soju,3612
10885,imaqtpie,bobqinxd,1646
10895,imaqtpie,scump,553
10896,imaqtpie,sneakylol,14222
10898,imaqtpie,dopa24,525
10899,imaqtpie,coscu,510
10906,imaqtpie,boxbox,5226
10912,imaqtpie,robcdee,990
10919,imaqtpie,sodapoppin,12847
10920,imaqtpie,supertf,588
10921,imaqtpie,nugiyen,502
10925,imaqtpie,midbeast,10470
10926,imaqtpie,sweetdreams,1073
10934,imaqtpie,sashagrey,898
10937,imaqtpie,s1mple,922
10941,imaqtpie,spoopykitt,510
10948,imaqtpie,gamergirl,900
10951,imaqtpie,willneff,946
10958,imaqtpie,starsmitten,1957
10959,imaqtpie,emilyywang,1463
10965,imaqtpie,melina,792
10977,imaqtpie,cdewx,585
10978,imaqtpie,richwcampbell,2168
10979,imaqtpie,erobb221,1670
10980,imaqtpie,yvonnie,1376
10981,imaqtpie,summit1g,7153
10986,imaqtpie,ploo,823
10991,imaqtpie,daltoosh,788
11002,imaqtpie,agurin,726
11005,imaqtpie,cloakzy,1033
11010,imaqtpie,sips_,866
11014,imaqtpie,maxim,535
11020,imaqtpie,ipav999,1353
11023,imaqtpie,ironmouse,978
11029,imaqtpie,fobm4ster,845
11036,imaqtpie,btssmash,1172
11041,imaqtpie,m0xyy,1809
11052,imaqtpie,robinsongz,1145
11059,imaqtpie,kkatamina,846
11060,imaqtpie,buddha,1669
11066,imaqtpie,pokelawls,4125
11069,imaqtpie,dapr,710
11073,imaqtpie,koil,807
11078,imaqtpie,lilypichu,3619
11080,imaqtpie,fuslie,826
11081,imaqtpie,roflgator,2354
11086,imaqtpie,taxi2g,1687
11087,imaqtpie,39daph,3299
11092,imaqtpie,loltyler1,25761
11098,imaqtpie,sleepy,535
11099,imaqtpie,forsen,5605
11100,imaqtpie,sooflower,521
11106,imaqtpie,shroud,15551
11112,imaqtpie,zackrawrr,2280
11117,imaqtpie,tarik,2252
11119,imaqtpie,ibai,534
11120,imaqtpie,cyr,1929
11123,imaqtpie,bnans,1376
11124,imaqtpie,adeptthebest,579
11126,imaqtpie,stormen,864
11127,imaqtpie,aceu,3670
11128,imaqtpie,pokimane,3954
11131,imaqtpie,ethos,536
11133,imaqtpie,alanzoka,528
11136,imaqtpie,lol_nemesis,8536
11141,imaqtpie,moistcr1tikal,3600
11143,imaqtpie,superjj102,606
11145,imaqtpie,keanelol,940
11151,imaqtpie,mang0,1420
11152,imaqtpie,dogdog,2088
11158,imaqtpie,nyanners,907
11299,unsympathisch_tv,mortenroyale,765
11306,unsympathisch_tv,mehdideluxe,3977
11317,unsympathisch_tv,chefstrobel,1938
11319,unsympathisch_tv,sodapoppin,656
11322,unsympathisch_tv,eliasn97,9937
11331,unsympathisch_tv,summit1g,655
11337,unsympathisch_tv,agurin,1060
11338,unsympathisch_tv,rewinside,5128
11343,unsympathisch_tv,maxim,1961
11353,unsympathisch_tv,orangemorange,2156
11364,unsympathisch_tv,loltyler1,739
11366,unsympathisch_tv,shroud,2613
11371,unsympathisch_tv,kutcherlol,1036
11374,unsympathisch_tv,pokimane,597
11380,unsympathisch_tv,metashi12,1469
11517,elxokas,keznit1,2443
11519,elxokas,sinatraa,1848
11522,elxokas,k3soju,513
11529,elxokas,8cho,6623
11537,elxokas,imviolet_,828
11545,elxokas,pgod,699
11547,elxokas,evaanna,1336
11548,elxokas,juansguarnizo,21038
11559,elxokas,elded,5240
11560,elxokas,zunksoyyo,1260
11563,elxokas,sneakylol,1048
11565,elxokas,unicornio,2597
11566,elxokas,coscu,11587
11568,elxokas,buster,1361
11570,elxokas,borraskka,776
11571,elxokas,k1ng,766
11578,elxokas,boxbox,763
11579,elxokas,chusommontero,5801
