Channel_Name,Language,Tags,Last Played Game,Game ID
codemiko,en,"['VTuber', 'Korean', 'Asian', 'English', 'AI', 'IRL', 'ADHD', 'LOUD', 'Female', 'Anime']",Just Chatting,509658
crazzyccat,ko,['한국어'],League of Legends,21779
crokeyz,en,['English'],Magic: The Gathering,2748
d3stri,es,['Español'],Fortnite,33214
coconutb,en,"['English', 'Tallman', 'Ape', 'Hoodiegang', 'BetterKorean']",Rust,263490
collet11,ko,['한국어'],Just Chatting,509658
complexity,en,"['English', 'firstpersonshooter', 'Tournament']",Counter-Strike,32399
cope,en,"['English', 'Chill', 'Sarcastic', 'Anime']",Dead by Daylight,491487
crouching_tuna,en,['English'],Path of Exile,29307
dasmehdi,en,"['English', 'NoPixel', 'Roleplay', 'ProdigyRP', 'Variety']",Grand Theft Auto V,32982
chess24,en,"['English', 'chess', 'Esports', 'Strategy', 'Action', 'sports', 'Multiplayer', 'IRL']",Chess,743
conterstine,es,"['spanish', 'Conterstine', 'Español']",League of Legends,21779
cyr,en,"['Adopted', 'LEFTHANDED', 'OTK', 'WINNER', 'FromOhio', 'English', 'Christain', 'Pagan']",Just Chatting,509658
datmodz,en,"['DadGamer', 'AMA', 'English', 'Educational']",Black Myth: Wukong,519291
classybeef,en,['English'],Slots,498566
consul,ru,['Русский'],Throne and Liberty,19801
cooldog0725,zh,"['觀眾同樂', '健身', '觀眾同刷', '中文', '寶運百分百', '挑戰極限']",ELDEN RING,512953
cr1tdota,en,['English'],Dota 2,29595
daddydimmutv,en,"['English', 'Baseball', 'baseballstreamer', 'Football']",Madden NFL 25,1320984402
dahmien7,fr,"['Français', 'chill', 'English']",Escape from Tarkov,491931
chess,en,"['Esports', 'English', 'chess', 'Action', 'Multiplayer', 'Strategy']",Chess,743
corpse_husband,en,corpse_husband,Friday the 13th: The Game,488518
coscu,es,"['Español', 'irl', 'podcast', 'programacion', 'deporte', 'espn', 'messi']",Just Chatting,509658
dariomocciatwitch,it,['Italiano'],Just Chatting,509658
davyjones,pt,davyjones,davyjones,davyjones
cloakzy,en,"['Cloakzy', 'English']",Call of Duty: Warzone,512710
co1azo,en,"['vibes', 'Professional', 'Interactive', 'English']",Minecraft,27471
cohhcarnage,en,"['Cozy', 'GoodVibes', 'SFW', 'Parent', 'Chill', 'English']",Special Events,509663
creativemonkeyz,ro,['Română'],Just Chatting,509658
criticas_qls,es,['Español'],Just Chatting,509658
daltoosh,en,['English'],Apex Legends,511224
davidlafargeoff,fr,"['davidlafarge', 'ouvertureboosterpokemon', 'Français']",Just Chatting,509658
cherrypach,ko,"['꽃핀', '꼬꼬핀', '한국어', 'song']",Just Chatting,509658
chessbrah,en,"['ADHD', 'Canada', 'Techno', 'Chess', 'English', 'Educational', 'spanish', 'Autism']",Chess,743
chica,en,"['cars', 'Fortnite', 'spanish', 'English']",Call of Duty: Modern Warfare III,1337444628
chilledchaos,en,"['LyingEncouraged', 'yugioh', 'SocialDeception', 'AmongUS', 'SociallyAwkward', 'ChilledChaos', 'ItalianSafeSpace', 'English']",Mario Party Superstars,1068239917
choice,en,"['English', 'DropsEnabled']",Black Desert,386821
cidcidoso,pt,"['IRL', 'RealityShows', 'Português', 'react']",Just Chatting,509658
cobaltstreak,en,"['Indie', 'Roguelike', 'Roguelite', 'Community', 'Awesome', 'RPG', 'isaac', 'Furry', 'Comfy', 'English']",Dome Keeper,1771631982
criken,en,"['Comfy', 'Roleplay', 'Interactive', 'English']",Black Myth: Wukong,519291
dansgaming,en,"['TwitchOG', 'DansGame', 'Emotes', 'Variety', 'HardMode', 'Questing', 'Exploration', 'English']",Black Myth: Wukong,519291
cned,tr,"['cNed', 'valorant', 'operator', 'TryhardGameplay', 'Türkçe', 'Ranked', 'FUT', 'English', 'DroplarEtkin']",VALORANT,516575
corobizar,fr,['Français'],corobizar,corobizar
curvyelephant,en,['English'],Grand Theft Auto V,32982
cutedog_,en,"['English', 'VTUBER', 'Gachi', 'Autism', 'pregnant', 'NTR', 'Furry', 'weebs', 'Anime', 'futanari']",Path of Exile,29307
davegaming73,de,['Deutsch'],F1 Manager 2024,1863055416
dawnhs,ko,"['하스스톤', '한국어']",Hearthstone,138585
chocotaco,en,['English'],Escape from Tarkov,491931
clutch_fii,ja,['日本語'],Pawafuru Puro Yakyuu 2024-2025,1183847148
cmarty,ru,"['Русский', 'Parivision', 'permitta', '1win', 'eclot', 'YaLLaCompass2024']",Counter-Strike,32399
completeditmate,en,"['European', 'British', 'UK', 'Comedy', 'English']",Sea of Thieves,490377
coolifegame,es,"['jacky', 'coolifegame', 'bronza', 'chan', 'Español', 'Hai', 'Marbellavice', 'marbellavice', 'marbellavice2']",Grand Theft Auto V,32982
coqto,fr,"['fortnite', 'saison4', 'fortnitesaison4', 'Français']",Fortnite,33214
coreano,pt,['Português'],Black Myth: Wukong,519291
cristianghost,es,"['Español', 'Chile', 'TDAH']",Just Chatting,509658
crocodyletv,fr,['Français'],Hollow Knight,490147
crystal_lol,tr,"['Türkçe', 'AileDostu', 'leagueoflegends']",League of Legends,21779
cyberlivearena,en,"['Football', 'Tournament', 'League', 'Cybersport', 'efootball', 'English', 'drops', 'Футбол', 'CLA', 'esports']",EA Sports FC 24,143106037
danucd,en,['English'],PUBG: BATTLEGROUNDS,493057
dasoku_aniki,ja,"['日本語', '雑談']",Just Chatting,509658
clix,en,['English'],Fortnite,33214
complex,en,"['News', 'PopCulture', 'Sneakers', 'interviews', 'hiphop', 'oneofone', 'painting', 'jakepolino', 'adidas', 'ye']",Art,509660
csrfps,pt,"['Português', 'csgo', 'cs2', 'counterstrike', 'counterstrike2', 'cs2gameplay', 'fps']",Counter-Strike,32399
daniels,pt,"['emo', 'Português', 'English']",Just Chatting,509658
daren,th,"['ภาษาไทย', 'ไทย']",Just Chatting,509658
datto,en,"['dattoishere', 'English']",Black Myth: Wukong,519291
chen810830,zh,['中文'],Just Chatting,509658
chesscomfr,fr,"['Esport', 'Chess', 'Blitzstream', 'Echecs', 'Français', 'Chesscom', 'Alireza', 'SpeedChessChampionship', 'MagnusCarlsen']",Chess,743
chodan_,ko,"['댄스', 'Sing', '한국어']",Just Chatting,509658
chowh1,fr,"['Français', 'warzone', 'roi']",Call of Duty: Warzone,512710
clintstevens,en,['English'],HELLDIVERS 2,766571430
coldzin,pt,['Português'],Counter-Strike,32399
couriway,en,"['English', 'Speedrun', 'Ally', 'minecraft', 'speedrun', 'couriway', 'event', 'challenge', 'FamilyFriendly']",Minecraft,27471
crream,en,"['AMA', 'LurkerFriendly', 'Jank', 'Yeti', 'English', 'PG16']",Project Zomboid,31339
crystalst,en,['English'],Grand Theft Auto V,32982
danoc0,pt,['Português'],Counter-Strike,32399
dapr,en,"['ADHD', 'English']",Dark and Darker,2009321156
dashducks,en,"['English', 'Animals', 'FamilyFriendly', 'Positivity', '24hour', 'Wildlife']","Animals, Aquariums, and Zoos",272263131
daxak,ru,"['Дахак', 'позорнаалхимике', 'мипоут2', 'антимагбезтп', 'позор', 'сларкбезульты', 'Русский']",Dota 2,29595
connoreatspants,en,"['Connor', 'Xqc', 'Ludwig', 'Woke', 'CenterLeft', 'ProudAmerican', 'English', 'goofy', 'vaccinated', 'Vtuber']",League of Legends,21779
crayator,en,['English'],Just Chatting,509658
crisheroes,en,['English'],Pokémon UNITE,518379
cruelladk,fr,['Français'],World of Warcraft,18122
czechcloud,cs,"['YouTube', 'ČekyhoCesta', 'Čeština']",Black Myth: Wukong,519291
dafran,en,"['English', 'DropsEnabled']",Overwatch 2,515025
darkviperau,en,"['Speedrunner', 'Australian', 'Chatty', 'AMA', 'OCE', 'LetsPlay', 'PC', 'GTA6VoiceActor', 'GTA6', 'GrandTheftAuto6']",Grand Theft Auto V,32982
ddahyoni,ko,"['한국어', '실력방송', '고수']",Just Chatting,509658
deadlyslob,en,"['Canada', '1995', 'ShroudSaidIHadTooManyTags', 'SlightlyAboveAverage', 'English', 'Tuna', 'Boomer', 'HotDogconversations']",Escape from Tarkov,491931
dinablin,ru,['Русский'],Just Chatting,509658
dinixgames,es,"['Vtuber', 'Español', 'Anime', 'roblox', 'videojuegos', 'Mujer', 'TwitchRecap']",ROBLOX,23020
dizzykitten,en,['English'],Just Chatting,509658
elchiringuitotv,es,['Español'],Sports,518203
deansocool,en,"['GTA', 'Roleplay', 'anime', 'nopixel', 'English', 'korean', 'spanish', 'Latino']",Grand Theft Auto V,32982
desst3,es,"['conducción', 'música', 'Gta', 'Español', 'desst3', 'Dess', 'Rolplay', 'SpainRP']",Grand Theft Auto V,32982
destroy,en,['English'],Call of Duty: Warzone,512710
dougdoug,en,"['MainCharacter', 'Divorced', 'English', 'GoodAt2DPlatformers', 'NotBald', 'Hair', 'Ctierstreamer', 'Vinysquirrelhasalambo', 'baby', 'littletinybaby']",Software and Game Development,1469308723
dunduk,ru,['Русский'],Escape from Tarkov,491931
dyrus,en,['English'],Escape from Tarkov,491931
diazbiffle,en,"['Warzone', 'English']",Call of Duty: Warzone,512710
doctor_degen,en,"['music', 'ADHD', 'IRL', 'UFO', 'Degen', 'AMA', 'crypto', 'MMA', 'UFC', 'English']",Just Chatting,509658
dogswellfish,ko,"['FirstPlaythrough', 'Korea', '한국어']",Just Chatting,509658
doublelift,en,"['English', 'Furry', 'Vtuber', 'ChineseAmerican', 'kitten', 'kpopstan', 'washed', 'ASMR', 'ThiccGamerGirl']",League of Legends,21779
dropsbyponk,en,['English'],Minecraft,27471
dubudota,en,['English'],Dota 2,29595
ekuegan,en,"['Ambassadors', 'English', 'Black', 'PvE', 'Chill', 'BlackBrilliance']",Diablo IV,515024
duendepablo,es,"['LaComarca', 'Español', '6000horas', 'Duende', 'DropsActivados']",Just Chatting,509658
dennsen86,de,"['retro', 'Speedrun', 'Deutsch']",Retro,27284
des0ut,ru,"['Русский', 'киберспорт', 'умом']",Just Chatting,509658
detonator_robin,ja,['日本語'],Street Fighter 6,55453844
dezignful,en,"['English', 'DropsEnabled']",Arena Breakout: Infinite,401587136
dkwl025,ko,['한국어'],Just Chatting,509658
drigo,es,"['CoscuArmy', 'IRL', 'Argentina', 'Gaming', 'Gamer', 'ASMR', 'Chill', 'Español', 'drigo', 'bairestreets']",Just Chatting,509658
dumbdog,en,"['furry', 'dog', 'English']",Escape from Tarkov,491931
eaddy_,th,"['ภาษาไทย', 'ไทย']",PUBG: BATTLEGROUNDS,493057
eliasn97,de,['Deutsch'],Just Chatting,509658
elisawaves,es,"['Elisawaves', 'Español', 'Música', 'Covers', 'Roleplay', 'GTA', 'Charlas', 'SagaRP', 'LaHermandadRP']",Just Chatting,509658
denis3d,en,"['Roleplay', 'FiveM', 'MLO', 'Interior', 'Blender', '3D', 'Modeling', 'English', 'NoPixel', 'Developement']",Special Events,509663
domingo,fr,['Français'],Just Chatting,509658
drjayfisto,en,['English'],World of Warcraft,18122
dua3362,ko,['한국어'],Just Chatting,509658
duduu027,pt,['Português'],Minecraft,27471
elcanaldejoaco,es,"['Español', 'IRL']",Just Chatting,509658
drututt,en,"['Futa', 'Drututt', 'famillyguy', 'English', 'Vtuber']",League of Legends,21779
ekatze007,ru,"['ekatze007', 'ekatze', 'Русский']",Just Chatting,509658
dekar173,en,"['Challenger', 'League', 'Top', 'LoL', 'Educational', 'Jungle', 'Tank', 'Assassin', 'English', 'Rengar']",League of Legends,21779
delux,it,"['delux', 'melagoodo', 'addobboland', 'addobbogang', 'officialdeluxx', 'mela', 'ita', 'Italiano']",Special Events,509663
dkayed,en,"['Anime', 'PvP', 'CardGame', 'Competitive', 'Tournament', 'yugioh', 'English']",Yu-Gi-Oh! Master Duel,1119642287
doktorfroid,de,"['Show', 'Reaktion', 'IRL', 'Entertainment', 'kochen', 'Deutsch', 'gaming', 'Tabletop', 'gamescom']",Special Events,509663
dota2ruhub,ru,"['Киберспорт', 'Русский']",Dota 2,29595
dreadztv,ru,['Русский'],RimWorld,394568
elajjaz,en,['English'],Black Myth: Wukong,519291
echo_esports,en,"['English', 'Esports', 'EchoEsports', 'RWF', 'RacetoWorldFirst']",FINAL FANTASY XIV ONLINE,24241
elmariana,es,"['Español', 'Português', 'Locura']",Just Chatting,509658
dda_ju,ko,['한국어'],dda_ju,dda_ju
deercheerup,pt,"['csgo', 'GTARP', 'Português', 'IRL', 'prata', 'Reposição']",EA Sports FC 24,143106037
deuceace,en,"['English', 'Polish']",Slots,498566
dmitry_bale,ru,"['Vtuber', 'Русский']",Black Myth: Wukong,519291
drlupo,en,"['ADD', 'Daddy', 'Depression']",drlupo,drlupo
eaimaka,pt,"['Português', 'valorant', 'eaimaka', 'MAKA', 'Luna']",Path of Exile,29307
demonzz1,pl,['Polski'],Escape from Tarkov,491931
dogdog,en,['English'],Hearthstone,138585
doutora,pt,"['Chill', 'ASMR', 'Leitura', 'Livro', 'Português']",Reading Fun,2115882958
drainerx,en,"['Arena', 'PvP', 'Competitive', 'WOW', 'Gaming', 'Esports', 'Blizzard', 'WorldofWarcraft', 'HighRated', 'DROPSENABLED']",World of Warcraft,18122
edopeh,de,['Deutsch'],7 Days to Die,271304
dnd,en,['English'],Dungeons & Dragons,509577
domenicowaccoo,tr,"['Türkçe', 'TekrarYürüt', 'DroplarEtkin']",Rise Online,516588
delt4forc3,es,"['Vtuber', 'speedrun', 'animé', 'intelectual', 'Español', 'Variedad']","Pools, Hot Tubs, and Beaches",116747788
dexbonus,en,"['English', 'ReadChat', 'JustYapping', 'Vtuber']",Crime Scene Cleaner,343455332
deyyszn,en,['English'],Fortnite,33214
diables,pl,"['Polski', 'drops', 'Gotowanie']",Just Chatting,509658
dmdtkadl69,ko,['한국어'],dmdtkadl69,dmdtkadl69
dmf_kyochan,ja,"['日本語', '恭一郎', 'デブ', 'ファーム']",MOTHER 3,2124779413
ds_lily,en,"['Beef', 'NoSleep', 'Blasting', 'Stalling', 'English', 'Hardcore', 'DropsEnabled']",Path of Exile,29307
eazykee,hu,"['Magyar', 'GTAⅤ', 'gtavrproleplay', 'Travel', 'gta', 'justchatting', 'szerencsejáték', 'gambling']",I'm Only Sleeping,498592
edenitoo,pl,"['Polski', 'NoPixel', 'owo', 'English', 'DropyWłączone']",Spectre Divide,1451084268
elded,es,['Español'],Just Chatting,509658
deathsie,en,"['English', 'Educational']",Magic: The Gathering,2748
desenhosbr,pt,['Português'],desenhosbr,desenhosbr
deusdaguerrarodrigo,pt,"['deusdaguerra', 'gow', 'Português', 'Mododifícil', 'desafio', 'challenge', '100Porciento', 'lindo', 'sexygirlgamer', 'GOSTOSÃO']",God of War Ragnarök,102007682
dreamwastaken,en,['English'],Minecraft,27471
drekzenn,es,"['pvp', 'jcj', 'Español']",Just Chatting,509658
efeuygac,tr,efeuygac,Just Chatting,509658
dish,en,"['froggy', 'Woman', 'English', 'Comfy', 'drops', 'Gacha']",Special Events,509663
dmitry_lixxx,ru,['Русский'],Just Chatting,509658
drgluon,en,"['English', 'BackseatGamingAllowed', 'itsafez', 'funny', 'Cozy', 'wholesome']",Black Myth: Wukong,519291
derhauge,de,"['Deutsch', 'Japan', 'chill']",RimWorld,394568
dmt_tv,th,"['ไทย', 'ภาษาไทย']",Ragnarok X: Next Generation,431371739
dopa24,ko,"['도파', '실력방송', '한국어']",Just Chatting,509658
eduardo_hook,en,"['English', 'Vtuber']",Just Chatting,509658
dougisraw,en,"['Im', 'in', 'your', 'walls', 'English']",Call of Duty: Warzone,512710
dvm_medja,fr,['Français'],IRL,509672
ej_sa,en,['English'],Kerbal Space Program,32742
dreamalt,en,['English'],Minecraft,27471
drfeelgood,fr,['Français'],Among Us,510218
dekarldent,de,"['Vegan', 'Chatting', 'Soy', 'News', 'Artist', 'Politik', 'Deutsch']",Just Chatting,509658
dendi,en,"['English', 'dota2', 'MOBA', 'newpatch']",Dota 2,29595
dhalucard,de,"['Gaming', 'Multiplayer', 'Competitive', 'Variety', 'Dhalucard', 'Deutsch', 'CoStream']",Black Myth: Wukong,519291
diegosaurs,en,"['English', 'BipolarDisorder', 'ADHD']",League of Legends,21779
disnof,en,['English'],7 Days to Die,271304
divi,de,"['challenge', 'soulslike', 'German', 'Deutsch']",Black Myth: Wukong,519291
dskoopa,en,"['Business', 'BehindTheScenes', 'Shopping', 'Retro', 'English', 'IRL']",Just Chatting,509658
dutchsinseofficial,en,['English'],Science & Technology,509670
elbokeron,es,['Español'],Just Chatting,509658
ellesmere_gaming,en,['English'],World of Warcraft,18122
distortion2,en,"['Speedrun', 'Chad', 'Loves', 'Anime', 'And', 'Stalling', 'English']",Black Myth: Wukong,519291
dolphinchemist,en,"['genius', 'bernie', 'markov', 'English', 'Esperanto', 'NoBackseating']",Knock on the Coffin Lid,516978
elposhas_,es,['Español'],Just Chatting,509658
elwycco,ru,['Русский'],RimWorld,394568
esl_wc3,en,['Esports'],Warcraft III,12924
eslcs_es,es,"['Esports', 'ESL', 'Europa', 'Español', 'IEM', 'cs', 'counterstrike2']",Counter-Strike,32399
esports_alliance,th,esports_alliance,PUBG: BATTLEGROUNDS,493057
farhadxray,en,"['fps', 'farsi', 'iran', 'persianstreamer', 'farhadxray', 'gamer', 'English']",Call of Duty: Warzone,512710
flexz,es,"['Español', 'warzone', 'calldofduty', 'tecladoyraton']",Black Myth: Wukong,519291
elotrix,de,['Deutsch'],Just Chatting,509658
emongg,en,"['English', 'DropsEnabled']",Overwatch 2,515025
esamarathon,en,"['Speedrun', 'Tournament', 'English', 'Rerun']",TETR.IO,517447
esfandtv,en,"['English', 'IRL', 'OTK', 'Football', 'CFB', 'Events', 'collegefootball', 'eacfb25', 'FGC', 'GTARP']",Madden NFL 25,1320984402
evonmoss,tr,['Türkçe'],Just Chatting,509658
fire_kitchen,en,['English'],ASMR,509659
flurry1989,ko,['한국어'],Just Chatting,509658
elrichmc,es,['Español'],Minecraft,27471
fairlight_excalibur,en,"['Educational', 'Gigachad', 'Analyst', 'Reviewer', 'English', 'NoSpoilers', 'Variety', 'chilll', 'nontoxic']",Sins of a Solar Empire II,1467844705
fandercs,ru,['Русский'],Counter-Strike,32399
fenohs,en,['English'],Hearthstone,138585
firedragon,en,['English'],Cat Quest III,319442930
fitzyhere,en,"['Chill', 'Positivity', 'Sombra', 'English', 'DropsEnabled']",Overwatch 2,515025
flight23white,en,['English'],Fortnite,33214
esportmaniacos,es,['Español'],League of Legends,21779
eternalenvyy,en,"['Educational', 'English']",Call of Dragons,561028012
fasoollka,ru,"['Русский', 'чат', 'беседа', 'шоу', 'фасолька', '150см', 'разговоры', 'игры', '39кгМышц']",Just Chatting,509658
faux,en,['English'],Old School RuneScape,459931
felps,pt,"['Felps', 'Variedade', 'Português', 'FelpsFelps', 'FelpsFelpsFelps', 'FelpsFelpsFelpsFelps', 'FelpsFelpsFelpsFelpsFelps']",Just Chatting,509658
emilyywang,en,"['FUTUREWORLDSWINNER', 'FUTURERANK1', 'COMPETITIVE', 'English', 'Chinese中文']",Just Chatting,509658
eskc,fr,['Français'],ELDEN RING,512953
esl_sc2,en,"['Esports', 'English']",StarCraft II,490422
etalyx,en,['English'],Out of the Park Baseball 25,1063665418
evaanna,en,"['girl', 'women', 'IRL', 'Outdoors', 'fitness', 'Cosplay', 'English', 'Russian', 'Türkçe', 'VisualASMR']",Just Chatting,509658
faah,pt,faah,VALORANT,516575
faiar,ro,"['Română', 'Romania', 'Romanian']",Just Chatting,509658
failverde,zh,"['中文', '抽卡不歪', '訂閱免廣告', '启用掉宝']",Zenless Zone Zero,456845141
elspreen,es,"['Spreen', 'Español']",Just Chatting,509658
fanum,en,"['hispanic', 'AMP', 'oversized', 'nyc', 'black', 'D10', 'fanumtax', 'Dominicano', 'Español', 'México']",Just Chatting,509658
fares_salvatoree,fr,['Français'],Fortnite,33214
fazesway,en,['English'],Black Myth: Wukong,519291
faker,ko,faker,League of Legends,21779
elwind,tr,"['Türkçe', 'Türkçe', 'Türkiye', 'Turkish', 'elwind', 'Turkey', 'lol']",League of Legends,21779
es4xtank,ru,"['csgo', 'Победитель', 'тигр', 'Шоу', 'Турниры', 'Киберспорт', 'ДЕД', 'ТОП', 'Русский', 'интересный']",Counter-Strike,32399
esl,en,"['Esports', 'English']",Dota 2,29595
esl_csgo,en,esl_csgo,esl_csgo,esl_csgo
ezekiel_iii,en,"['English', 'ClosedCaptions', 'Humor', 'Swearing']",Gothic,1818
fantabobshow,fr,"['Français', 'BobLennon']",Hyrule Warriors,418067
fengrush,en,"['English', 'DropsEnabled']",Guild Wars 2,19357
elojoninja,es,"['LoL', 'Nidalee', 'Gragas', 'ElOjoNinja', 'Español', 'TARKOV', 'WIPEDAY', 'leesin', 'leagueoflegends']",Just Chatting,509658
fenya,ru,"['Русский', 'Шутеры', 'Токсичность']",Delta Force,1282866981
falcodrin,en,"['stream', 'english', 'English']",Just Chatting,509658
flamuu,en,"['English', 'Drops']",Special Events,509663
eybl3,en,['English'],Sports,518203
etoiles,fr,['Français'],Just Chatting,509658
fl0m,en,"['BEARD', 'Washed', 'Pro', 'CONTENT', 'FAT', 'NotFat', 'NOTlate', 'SwoleDaddy', 'English']",Counter-Strike,32399
flackjk,ru,"['FJK', 'FlackJK', 'Киберспорт', 'Победитель', 'BIGW', 'Русский']",Black Myth: Wukong,519291
flamekr,ko,"['프로게이머', '호감형', '한국어', 'HPOMEN']",Just Chatting,509658
et_1231,zh,['中文'],Just Chatting,509658
enzzai,ru,"['Русский', 'Кудрявый', 'Мама', 'Папа', 'Я', 'Веселая', 'Семья', 'TogetherForGood', 'Благотворительность']",Just Chatting,509658
euriece,ja,"['日本語勉強', '日本語', 'ユリース', 'EURIECE', '雑談']",VALORANT,516575
emadgg,en,['English'],Fortnite,33214
eryctriceps,en,"['English', 'Faceit', 'CS2', 'Pro', 'Premier']",Counter-Strike,32399
exequiel,es,"['Español', 'GTAⅤ', 'Roleplay', 'marbella', 'marbellavice']",Rust,263490
faide,en,"['movement', 'solo', 'trios', 'Apex', 'wraith', 'English', 'ADHD']",Apex Legends,511224
falgwang,ko,"['도적', '귀마개', '와우', '한국어']",World of Warcraft,18122
farfa,en,"['pepega', 'yugioh', 'scottish', 'arab', 'algerian', 'masterduel', 'nobackseating', 'English']",Just Chatting,509658
fextralife,en,"['firstplaythrough', 'halloween', 'horror', 'English']",Marbles on Stream,509511
flats,en,"['English', 'DropsEnabled']",Overwatch 2,515025
erobb221,en,['English'],Dee's Nuts,1596835096
enviosity,en,"['English', 'Drops', 'F2P', 'Anime', 'Educational', 'Wholesome', 'Weeb', 'Slime', 'Gacha', 'Vtuber']",Zenless Zone Zero,456845141
evelone192,ru,['Русский'],Just Chatting,509658
excessiveprofanity,en,"['English', 'Blind', 'NoBackseating', 'NoSpoilers']",Black Myth: Wukong,519291
f1ashko,ru,['Русский'],Wolfenstein II: The New Colossus,497439
fanhots,en,"['English', 'PvP', 'MOBA']",Heroes of the Storm,32959
fifatargrean,th,"['ไทย', 'ภาษาไทย']",Just Chatting,509658
elxokas,es,['Español'],Black Myth: Wukong,519291
elraenn,tr,['Türkçe'],Just Chatting,509658
elreyguiri_f1,es,"['Español', 'Formula1', 'elreyguiri', 'f124', 'f12024', 'gpespaña']",F1 24,627798963
evo,en,"['English', 'ViewerRewards']",Street Fighter 6,55453844
faith,en,"['English', 'Girl', 'Lego', 'Woman', 'Canada', 'Canadian', 'ADHD', 'Ginger', 'Redhead', 'ASMR']",Just Chatting,509658
farfadoxvevo,es,['Español'],Counter-Strike,32399
fifakillvizualz,en,['English'],Call of Duty: Warzone,512710
finaolive,en,['English'],Just Chatting,509658
elmiillor,es,"['Español', 'LeagueaofLegends', 'españa', 'andorra', 'justchatting', 'elmillor', 'elmiillor', 'salseo', 'Repetir']",League of Legends,21779
eray,tr,"['EROTV', 'Türkçe']",Just Chatting,509658
ethos,en,"['fps', 'valorant', 'english', 'competitive', 'ranked', 'English', 'DropsEnabled']",Spectre Divide,1451084268
everyeyeit,it,"['videogiochi', 'notizie', 'tech', 'Italiano', 'CoStream']",Just Chatting,509658
farmhouse78,en,"['roleplay', 'rp', 'nopixel', 'fivem', 'English', 'stevenhayes', 'farmhouse78', 'ONX', 'ONXRP', 'NoPixelWL']",Grand Theft Auto V,32982
empyriangaming,en,"['Educational', 'cozy', 'PvE', 'English', 'Leveling', 'ASMR', 'drops', 'Farming', 'English']",Path of Exile,29307
exbc,en,"['English', 'LiveVlogging', 'outdoor', 'Korea', 'Travel', 'IRL', 'Cooking', 'food', 'drink']",IRL,509672
florryworry,en,['English'],Europa Universalis IV,67584
fobm4ster,en,['English'],Black Myth: Wukong,519291
esacarry,pt,"['Português', 'LEAGUEOFLEGENDS']",Virtual Casino,29452
enkk,it,"['cooking', 'gigachad', 'almostchiavable', 'averaged', 'Italiano', 'aiguru', 'retrotopico', 'adultista', 'esiziale', 'turlupinante']",shapez 2,725952850
ewroon,pl,['Polski'],Just Chatting,509658
fabrizioromano,en,fabrizioromano,Sports,518203
facefoot,en,['English'],Diablo IV,515024
elweroking,es,"['Español', 'Vtuber', 'brawlstars']",ROBLOX,23020
fakemonster,fr,['Français'],Just Chatting,509658
fcsm_kefir,ru,"['Fifa', 'Русский']",EA Sports FC 24,143106037
fiizy,en,"['fiizy', 'mc', 'minecraft', 'hypixel', 'bedwars', 'hardcore', 'English']",Minecraft,27471
ernesbarbeq,es,"['Español', 'KOI', 'barbe', 'ADC']",Black Myth: Wukong,519291
gensyxa,ru,"['Русский', 'gensyxa']",Just Chatting,509658
givinglifetop,ru,"['PvE', 'DropsActivated', 'Русский', 'GivingLifeTop', 'Mykas', 'WoW', 'dragonflight']",ELDEN RING,512953
gom4rt,fr,['Français'],60 Seconds! Reatomized,770229477
fritterus,ru,"['Hearthstone', 'Battlegrounds', 'ПоляСражений', 'Умом', 'Русский', 'English']",Hearthstone,138585
fundy,en,fundy,Just Chatting,509658
frankkaster,es,"['stream9z', 'streamer9z', 'Español']",Counter-Strike,32399
geef,en,"['English', 'Australian', 'YourRealDad', 'Voice', 'Chıll', 'DropsEnabled']",Hunt: Showdown 1896,500188
giantwaffle,en,"['English', 'Comfy', 'Cozy', 'ADHD']",Just Chatting,509658
godjj,zh,"['中文', '启用掉宝']",Honkai: Star Rail,213930085
goldglove,en,"['TeamNoWipe', 'GoldGlove', 'English', 'Parascrote', 'PortlandTrailBlazers', 'SeattleMariners', 'DadsOfTwitch', 'ADHD']",Escape from Tarkov,491931
gongparipa,ko,['한국어'],Just Chatting,509658
follentass,ru,['Русский'],Just Chatting,509658
fragnance,en,['English'],World of Warcraft,18122
grimm,en,['English'],VALORANT,516575
grubby,en,"['English', 'Multiplayer', 'Mindset', 'Orcs', 'Robots', 'RealTimeStrategy', 'TurnBasedStrategy', 'CardGames', 'RPGs']",Black Myth: Wukong,519291
governor,en,['English'],VALORANT,516575
grandpoobear,en,"['hotmen', 'VisualASMR', '1', 'crack', 'drama', 'English', 'poo']",shapez 2,725952850
gohamedia,ru,"['gohamedia', 'games', 'events', 'garro', 'Русский']",Black Myth: Wukong,519291
grafo,es,['Español'],League of Legends,21779
freyzplayz,en,['English'],Just Chatting,509658
georgeciupilan0,it,georgeciupilan0,Just Chatting,509658
freemok2,ru,"['Englísh', 'Русский', 'Українська']",Casino Simulator,1506110656
gafallen,pt,"['trybe', 'Português']",Counter-Strike,32399
gemita,es,['Español'],IRL,509672
get_right,en,"['CS2', 'counterstrike', 'English', 'playing', 'Charity', 'CharityFundraiser', 'CharityStream', 'VarietyGamer']",Counter-Strike,32399
ghazzytv,en,"['english', 'educational', 'Guide', 'drops', 'entertainment', 'fun', 'chill', 'English', 'Teaching']",Path of Exile,29307
fps_shaka,ja,"['日本語', 'ネタバレ禁止', 'ネタバレ注意', '大会のネタバレ禁止', '匂わせしないで', '聞いたら教えて']",FINAL FANTASY XIV ONLINE,24241
